http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
get,/api/cart,500,1865,2.58,315,7,14.37,4,18,7,3541,6,3,2.64
delete,/api/products,201,1608,3.91,1107,46,19.74,5,37,4,2788,3,4,3.07
post,/api/login,429,1676,1.23,941,50,10.93,4,30,2,5402,6,4,2.89
post,/api/payment,429,3762,14.69,198,229,0.26,4,37,4,2461,7,2,0.53
delete,/api/cart,201,2589,15.17,201,184,3.84,4,35,6,3589,7,7,0.98
put,/api/user/profile,200,1938,3.22,72,12,14.79,1,45,10,6987,6,1,1.67
put,/api/user/profile,201,631,1.85,538,20,32.46,2,44,6,5168,2,0,2.62
delete,/api/user/profile,429,765,21.2,65,143,0.65,7,42,2,4463,12,15,0.22
get,/api/user/profile,403,4290,14.5,65,137,0.83,9,49,7,5749,15,3,0.81
patch,/api/payment,500,3238,3.76,1070,13,8.61,3,26,4,2627,6,1,3.12
patch,/api/orders,429,1169,1.7,704,5,13.69,5,18,7,8299,6,3,2.24
put,/api/orders,200,2438,7.45,581,218,2.46,6,32,6,717,12,3,1.43
get,/api/search,500,1141,0.1,605,14,16.21,5,38,5,5067,2,1,2.98
delete,/api/products,401,4632,4.66,611,39,19.42,1,48,0,6812,3,1,3.19
get,/api/payment,500,946,3.24,369,33,7.32,4,22,0,1117,5,3,2.03
get,/api/search,400,2930,0.1,1028,43,13.27,0,31,9,8141,3,0,2.89
patch,/api/payment,200,2995,0.13,763,34,25.35,2,36,4,3893,1,1,2.44
put,/api/payment,200,940,1.16,716,7,2.34,1,39,9,3015,5,3,3.5
get,/api/orders,400,3032,16.73,567,140,0.04,6,45,4,3513,11,6,0.64
patch,/api/products,429,2224,3.86,1063,15,10.25,2,38,1,7637,3,4,2.4
get,/api/search,403,1165,3.64,73,59,13.74,1,20,2,7766,2,3,2.62
patch,/api/login,201,1563,3.3,978,4,11.55,3,18,3,4367,1,2,2.4
delete,/api/search,500,4268,12.97,404,106,0.07,4,47,0,2796,8,9,0.71
post,/api/cart,201,315,1.9,826,42,15.49,5,27,4,870,6,4,3.47
delete,/api/payment,401,3532,21.11,589,154,2.65,3,17,0,4546,15,3,0.32
post,/api/products,429,4826,13.07,93,281,3.14,12,49,1,5843,10,2,0.57
patch,/api/products,429,256,14.12,138,209,1.44,9,23,8,6101,10,10,0.62
patch,/api/login,400,2394,2.58,390,48,34.93,3,21,2,9939,5,0,1.56
delete,/api/login,401,3817,2.74,303,39,5.61,2,20,9,3166,3,2,3.03
get,/api/cart,403,1699,5.67,380,254,1.34,12,33,6,4455,9,8,0.27
put,/api/search,500,743,11.24,323,256,0.28,11,49,8,3514,5,5,0.74
patch,/api/user/profile,401,3163,4.73,113,16,20.49,4,33,1,105,3,2,2.31
post,/api/orders,404,2169,5.65,882,20,18.93,1,36,6,8214,2,4,1.92
delete,/api/user/profile,404,265,13.03,81,42,0.3,9,31,6,1728,6,10,1.01
patch,/api/products,401,2807,18.05,373,275,1.55,5,30,3,3729,12,3,1.4
patch,/api/payment,500,3278,1.54,1123,40,18.41,0,49,7,8603,6,1,3.26
get,/api/search,401,2474,0.41,501,38,6.82,0,42,2,2525,5,2,2.49
patch,/api/user/profile,500,1638,12.14,193,219,0.2,3,39,9,6732,12,7,0.78
get,/api/payment,400,3726,13.51,600,49,1.14,5,38,1,7414,5,3,0.65
post,/api/login,401,3398,1.78,304,33,34.51,2,17,3,2718,2,3,3.68
put,/api/orders,400,2256,4.49,678,14,19.98,2,47,5,6320,3,4,3.7
get,/api/payment,429,2085,2.06,905,58,8.34,4,33,3,8933,1,2,2.18
post,/api/cart,404,4245,1.0,376,58,15.97,4,17,5,5565,5,0,2.68
patch,/api/payment,200,1298,2.8,1200,11,14.9,2,29,1,3768,4,4,2.58
patch,/api/user/profile,200,1205,5.1,829,15,19.96,5,40,9,3456,2,4,3.05
post,/api/payment,201,3744,2.79,389,34,2.08,2,40,3,5168,2,4,1.41
delete,/api/user/profile,403,968,5.62,907,53,10.75,1,30,10,7258,5,0,2.13
get,/api/orders,400,3683,2.87,354,50,19.4,5,17,8,9786,1,3,2.91
post,/api/user/profile,429,4742,19.1,88,101,1.4,2,39,3,4537,7,5,0.78
patch,/api/user/profile,200,4608,12.75,23,250,1.5,10,37,0,9212,8,7,1.19
delete,/api/payment,401,2060,1.92,679,5,13.9,4,45,2,3714,2,0,1.84
patch,/api/cart,200,1760,0.1,284,23,14.75,2,43,9,4545,6,4,1.93
put,/api/payment,401,2274,3.89,911,7,12.75,1,27,8,5741,6,1,2.69
put,/api/search,429,2503,4.55,708,5,3.12,4,35,7,6876,4,3,2.07
post,/api/orders,400,3694,12.72,456,182,2.25,3,34,6,5388,9,2,1.2
delete,/api/login,403,2500,13.06,170,260,2.43,6,32,4,6578,5,10,1.15
patch,/api/user/profile,403,2752,2.65,88,8,17.43,1,22,1,5913,3,4,2.7
get,/api/search,200,2077,0.3,434,41,13.75,5,48,1,8281,4,3,2.65
post,/api/payment,500,1499,3.19,663,36,7.61,1,25,4,164,2,0,1.74
put,/api/login,500,4786,2.15,595,27,30.74,4,47,4,9614,6,4,2.01
delete,/api/search,401,318,4.26,381,6,27.68,5,22,1,4868,1,3,2.53
delete,/api/orders,400,3884,9.28,507,56,0.12,9,23,4,5196,6,8,1.01
post,/api/cart,201,2383,4.78,528,53,19.59,5,37,2,9390,2,0,2.28
post,/api/cart,404,1572,0.98,874,17,8.49,4,35,1,8147,4,3,2.45
put,/api/products,403,1266,1.23,575,19,8.85,0,28,5,1994,2,1,2.48
delete,/api/orders,400,835,0.1,820,50,7.07,4,31,0,5763,5,4,2.63
delete,/api/payment,500,2050,13.07,24,101,1.09,2,17,8,341,7,13,1.15
put,/api/login,200,2733,2.22,1092,45,17.95,0,46,7,4657,3,0,2.56
get,/api/login,403,2240,0.1,103,22,2.58,4,42,0,1261,4,2,2.53
post,/api/products,400,753,1.86,765,16,30.13,5,34,2,1200,2,1,2.36
patch,/api/user/profile,400,547,19.8,206,274,4.54,8,49,6,8162,10,3,0.87
patch,/api/payment,404,3514,10.24,37,97,0.73,3,44,0,8732,14,12,1.0
patch,/api/login,404,3596,3.34,109,28,10.91,0,41,7,2728,6,2,2.85
post,/api/cart,403,4307,5.04,1165,26,13.84,5,21,0,7213,3,1,2.3
put,/api/login,429,690,2.13,93,44,27.96,0,31,7,8627,4,0,3.01
put,/api/search,429,3522,4.67,135,20,17.51,2,27,3,236,2,2,2.52
patch,/api/user/profile,500,2138,3.14,69,12,23.56,1,46,2,714,2,4,2.35
get,/api/payment,200,1281,4.55,718,22,17.93,3,21,7,5698,4,3,1.06
put,/api/cart,429,945,3.83,904,3,4.82,3,34,9,7318,2,0,3.02
put,/api/search,400,3078,3.85,494,38,17.64,1,45,5,5676,4,4,2.83
delete,/api/products,400,1339,4.15,603,34,11.03,2,31,1,1944,2,2,2.98
post,/api/products,401,3933,4.24,552,41,29.08,3,15,2,7447,4,4,1.84
put,/api/search,429,814,13.63,59,178,0.39,12,40,3,8295,7,5,1.1
post,/api/login,401,1772,0.16,1175,38,9.12,0,47,4,2393,3,0,1.88
post,/api/search,401,3882,2.35,917,27,11.45,0,27,10,5663,2,0,2.03
post,/api/payment,400,4886,1.17,780,20,9.89,2,29,5,3935,4,3,1.79
post,/api/search,401,3887,14.17,20,123,1.85,12,20,9,124,6,10,1.25
get,/api/orders,500,2156,0.18,1184,45,19.24,1,18,9,613,6,2,2.81
get,/api/orders,400,3937,3.13,243,19,13.86,3,48,7,9812,4,0,1.94
put,/api/cart,403,4725,4.52,698,55,14.19,2,46,2,4972,5,4,1.97
delete,/api/user/profile,403,3594,13.83,412,73,0.31,10,20,4,3406,10,8,0.54
delete,/api/payment,401,4115,1.94,1098,34,23.05,4,22,1,3298,1,1,1.94
patch,/api/payment,403,372,14.58,299,112,0.76,2,25,1,5441,8,5,0.6
delete,/api/search,404,2303,1.22,899,4,1.18,2,19,9,2327,4,2,2.59
put,/api/user/profile,429,2453,5.28,347,55,19.25,4,32,7,5834,3,4,4.0
get,/api/products,201,2000,3.0,755,15,16.88,0,22,8,4935,3,1,1.21
get,/api/login,404,4018,3.14,179,14,16.35,5,36,2,9114,3,3,2.26
get,/api/cart,429,4184,2.29,725,1,14.46,4,25,1,9046,1,1,2.39
put,/api/payment,401,2417,5.63,987,18,12.03,3,45,5,3825,2,1,2.6
put,/api/products,200,3228,1.89,791,55,21.27,2,36,4,3677,4,0,2.61
delete,/api/cart,400,3092,2.08,293,7,0.01,2,43,5,5578,3,2,2.65
put,/api/payment,500,2742,10.76,502,273,1.3,4,31,2,8044,5,6,0.78
put,/api/payment,400,3283,4.6,850,33,7.98,1,21,8,6731,6,0,3.38
put,/api/user/profile,404,1590,4.37,702,31,19.35,4,47,9,3661,1,3,3.23
delete,/api/search,429,274,4.67,120,94,0.15,7,43,2,9794,5,9,0.26
post,/api/products,401,4312,14.83,556,250,0.34,8,36,4,782,10,6,1.1
get,/api/payment,400,4708,2.89,695,14,23.39,3,43,4,4345,3,1,2.28
post,/api/products,201,1404,2.48,340,13,27.32,2,33,0,4773,3,0,1.73
get,/api/login,200,3521,2.37,539,40,8.0,4,41,7,669,1,4,3.52
patch,/api/products,429,3727,6.11,675,25,16.68,4,23,1,1953,3,2,2.8
get,/api/login,403,918,2.34,1181,22,13.86,2,34,5,8964,6,0,2.55
delete,/api/products,500,3689,6.6,249,135,0.28,3,15,1,6322,9,7,0.97
patch,/api/user/profile,200,4054,19.44,204,125,0.02,9,41,1,7618,8,8,0.5
put,/api/orders,500,4326,3.4,625,13,11.2,5,27,7,3104,6,3,3.14
delete,/api/cart,200,2484,1.19,97,40,13.66,0,27,5,4771,1,3,1.86
patch,/api/payment,400,4769,3.97,475,6,12.51,3,34,0,1356,5,4,2.17
delete,/api/user/profile,200,1031,2.22,965,15,14.12,0,20,1,6495,4,3,2.74
put,/api/user/profile,403,3653,3.31,1121,38,13.79,0,47,10,7260,6,2,2.48
delete,/api/user/profile,400,3412,0.1,755,27,11.38,1,44,9,6020,6,1,3.36
delete,/api/search,404,2211,13.79,314,214,0.57,6,40,0,311,8,11,0.97
delete,/api/payment,429,1914,1.8,713,9,5.15,2,23,5,8524,1,0,1.92
post,/api/products,429,4673,8.37,231,289,3.89,9,44,2,3370,15,15,0.8
delete,/api/products,404,2002,1.56,399,43,10.28,1,42,7,610,3,4,2.08
post,/api/payment,403,855,3.05,825,51,25.79,1,17,8,7847,2,0,2.46
get,/api/payment,201,2488,7.78,62,165,0.23,4,49,3,32,12,15,0.88
patch,/api/user/profile,401,392,2.62,1057,45,23.95,1,34,8,6761,1,4,1.96
get,/api/login,401,729,4.68,462,56,18.37,4,41,1,6186,1,2,2.52
delete,/api/search,400,3768,16.85,90,284,0.23,3,20,7,8202,8,15,0.33
post,/api/user/profile,429,2031,13.14,105,40,2.23,12,21,8,8230,10,13,0.65
post,/api/search,429,3677,1.1,919,58,18.69,5,26,3,372,6,0,2.67
patch,/api/orders,403,3208,2.23,507,3,21.9,4,45,9,708,3,0,2.16
post,/api/search,200,4405,2.91,455,7,13.95,0,48,1,1110,6,1,2.13
patch,/api/login,401,3348,14.01,249,279,0.29,4,21,3,682,7,10,1.74
post,/api/login,201,1230,0.65,338,56,21.25,0,40,1,6275,6,1,1.42
patch,/api/orders,404,4263,3.49,422,53,36.53,3,50,10,2408,3,3,3.13
get,/api/products,404,1333,17.35,490,255,2.73,7,50,5,1083,15,6,0.71
patch,/api/cart,500,4500,2.47,121,12,26.67,3,25,9,1377,2,4,3.15
put,/api/cart,200,4249,19.81,386,206,0.47,9,20,9,4376,8,11,0.89
delete,/api/cart,401,1714,3.14,168,35,7.7,4,31,1,2393,3,4,2.34
post,/api/search,400,3787,0.1,488,26,0.01,3,29,8,8017,5,1,1.78
put,/api/user/profile,201,898,1.92,531,55,15.65,5,46,1,1065,2,1,1.71
delete,/api/products,404,1472,2.03,1035,59,16.89,3,40,3,854,1,3,2.15
post,/api/cart,401,3682,0.88,1012,11,9.15,1,48,2,7793,4,0,3.3
patch,/api/search,201,2893,0.1,1063,59,24.23,4,33,7,5857,2,2,3.32
patch,/api/search,401,1163,1.97,619,11,18.68,0,46,0,9649,2,4,2.03
patch,/api/orders,200,2038,13.07,192,213,0.95,2,36,6,4953,13,4,0.24
get,/api/products,500,1234,13.64,94,99,0.6,5,21,8,3182,11,7,0.68
put,/api/login,429,2178,2.91,525,20,20.77,4,26,8,3492,4,4,2.43
get,/api/user/profile,401,3938,5.18,103,2,15.26,1,21,10,5614,5,1,2.21
put,/api/payment,403,4061,3.29,67,40,20.6,5,46,4,5617,4,1,2.04
patch,/api/search,500,3870,1.09,765,39,1.86,5,20,2,2867,3,1,2.33
patch,/api/search,400,596,16.87,574,169,3.12,10,40,0,3028,15,3,0.38
patch,/api/products,404,3526,4.92,843,6,15.96,4,21,0,392,2,3,2.07
post,/api/cart,401,845,0.41,702,24,4.68,1,37,5,5481,2,4,2.28
delete,/api/login,403,3700,5.39,794,14,10.32,0,34,7,622,6,1,3.37
post,/api/orders,404,4279,2.3,924,32,5.55,3,27,10,3736,2,4,2.22
put,/api/products,400,2096,0.58,944,30,8.15,1,41,3,4067,1,1,1.97
patch,/api/user/profile,200,2379,4.38,369,219,0.1,9,31,1,7322,11,14,1.41
get,/api/products,429,2139,1.32,558,37,17.03,4,23,2,7744,3,1,2.6
put,/api/user/profile,200,4951,6.22,548,17,8.91,4,37,8,1554,4,3,2.49
get,/api/products,500,3269,1.06,576,60,30.52,0,38,3,4392,6,1,3.52
post,/api/search,401,3985,5.73,417,69,1.12,7,17,9,4708,5,7,1.1
post,/api/orders,401,4210,0.83,553,44,27.08,3,39,9,9931,2,4,2.77
delete,/api/products,500,3387,3.48,325,33,18.57,2,40,2,4182,5,4,1.6
post,/api/login,201,1843,0.7,656,44,10.92,2,34,1,8495,3,3,2.89
put,/api/cart,404,2888,6.48,448,171,2.94,2,16,9,3681,15,9,0.73
put,/api/user/profile,500,3492,6.59,216,285,1.41,6,20,7,1709,8,14,0.63
delete,/api/login,201,4798,4.67,363,39,5.69,3,36,5,7794,5,3,3.16
patch,/api/payment,404,333,9.8,339,261,2.73,10,49,1,4677,13,7,1.0
patch,/api/products,403,4521,3.11,732,9,22.57,2,31,5,5567,1,2,2.69
get,/api/search,400,4321,0.98,181,5,20.02,0,34,1,5071,6,0,2.03
put,/api/user/profile,403,4657,2.82,1151,7,8.82,4,16,6,330,6,4,3.5
patch,/api/login,403,3408,3.5,471,9,23.06,0,18,3,9121,4,4,2.04
patch,/api/products,400,4984,13.2,98,67,2.77,3,39,0,7732,9,11,0.93
put,/api/user/profile,401,3165,14.07,312,196,3.15,2,25,1,2979,5,4,0.1
post,/api/payment,200,1377,5.45,275,58,14.69,5,26,4,6355,4,1,2.8
patch,/api/user/profile,403,4240,0.53,900,50,26.71,5,16,10,7121,6,3,3.33
post,/api/search,400,349,3.78,935,43,17.18,2,45,1,1608,1,4,3.9
patch,/api/payment,201,2529,3.97,1032,34,4.07,5,47,2,4166,6,4,2.63
get,/api/products,500,1377,3.38,676,10,15.84,0,18,5,8693,1,3,2.84
post,/api/products,404,2920,4.66,218,36,13.49,3,34,7,4356,1,0,2.27
post,/api/cart,429,214,0.87,742,18,0.07,2,50,7,7841,1,0,2.31
post,/api/orders,200,2183,9.29,371,292,0.26,2,49,0,3532,12,4,0.72
put,/api/cart,403,4820,4.14,788,47,10.15,1,34,6,4871,6,4,2.19
get,/api/orders,429,3796,0.9,568,53,15.75,2,41,7,7461,6,4,2.07
delete,/api/search,401,2184,3.99,1091,23,17.42,1,27,9,5088,6,1,2.16
put,/api/user/profile,500,3351,15.4,354,71,0.18,11,25,6,3125,11,11,0.69
patch,/api/orders,201,2186,12.42,374,194,0.18,10,37,5,3557,11,13,0.21
delete,/api/products,200,4346,2.39,545,47,17.57,5,45,6,9269,6,0,3.3
put,/api/products,404,3783,1.37,845,19,33.22,3,32,1,4392,6,4,2.83
patch,/api/login,403,255,5.92,432,194,1.51,11,27,3,2461,6,10,0.84
patch,/api/user/profile,200,1700,0.1,1002,12,13.26,2,23,2,9391,3,1,2.63
get,/api/payment,201,334,3.78,14,46,1.46,4,17,6,4643,7,11,1.05
delete,/api/payment,201,4811,3.77,183,41,25.82,2,35,8,5268,1,3,2.53
get,/api/search,404,4141,3.95,583,27,29.78,3,30,3,2280,3,2,2.66
put,/api/user/profile,429,884,2.24,986,7,14.47,2,21,1,4254,3,1,2.05
patch,/api/payment,500,2156,8.94,466,240,0.49,2,50,8,5781,7,3,0.21
patch,/api/search,403,4412,1.96,1011,4,23.05,2,24,8,2668,1,3,2.6
patch,/api/orders,403,2577,3.26,568,23,0.01,3,24,3,1106,5,1,2.36
patch,/api/search,400,1215,0.92,1059,10,2.36,5,21,10,506,1,3,1.78
delete,/api/orders,403,2875,2.61,610,60,20.26,5,17,5,12,3,3,1.95
get,/api/products,500,526,3.38,963,42,21.53,0,41,1,934,4,2,2.7
patch,/api/products,403,2990,1.21,174,44,11.02,0,22,1,8013,5,3,2.7
delete,/api/login,429,3052,9.14,13,65,0.29,11,40,5,9514,7,3,1.15
put,/api/products,400,4995,3.1,312,11,8.38,5,25,8,94,2,1,2.7
post,/api/cart,200,2658,0.1,787,46,25.58,4,35,5,2735,4,2,1.72
post,/api/orders,200,1084,0.82,212,1,15.92,1,29,10,8583,5,0,2.62
put,/api/orders,500,1536,11.71,238,273,0.46,4,15,9,3507,7,3,0.36
delete,/api/user/profile,400,3627,0.84,1006,22,4.2,2,31,8,5166,3,0,2.19
patch,/api/payment,201,4724,6.21,561,29,20.06,0,40,8,8845,2,0,1.82
put,/api/cart,404,290,4.32,291,51,4.55,1,41,1,9095,1,0,3.41
patch,/api/cart,200,1529,1.18,688,32,15.88,0,22,7,8982,3,4,3.75
put,/api/products,400,4678,1.97,1136,29,29.7,5,46,2,6337,5,2,2.46
put,/api/user/profile,429,1995,2.37,386,58,7.91,4,47,8,2809,1,3,3.35
post,/api/orders,400,3055,10.02,459,125,0.34,8,49,4,2614,11,11,1.56
delete,/api/products,200,4535,2.29,658,57,5.54,4,48,3,7477,1,3,2.43
delete,/api/user/profile,201,1554,2.72,1127,53,19.15,0,38,8,7420,2,4,2.55
post,/api/login,403,3242,8.48,568,232,1.51,9,46,8,2099,6,10,1.6
put,/api/orders,200,3647,13.35,558,262,2.47,2,33,10,8622,9,12,1.28
post,/api/user/profile,403,3514,17.15,110,219,3.64,11,33,5,2484,7,10,0.82
patch,/api/products,500,530,21.99,273,178,1.13,5,32,10,4465,9,9,0.81
delete,/api/cart,200,4991,3.39,576,2,19.13,5,46,10,9976,3,0,2.92
post,/api/payment,404,2210,15.94,76,175,1.5,8,29,9,3624,8,9,0.77
get,/api/payment,404,3052,9.78,81,288,2.05,8,43,7,6818,9,3,1.33
patch,/api/search,429,599,3.01,681,27,20.21,4,36,1,2549,4,1,3.33
put,/api/orders,429,3626,3.62,363,43,22.33,2,44,3,2289,6,2,2.27
patch,/api/payment,400,3079,4.75,1045,22,20.57,1,41,6,1191,2,4,2.58
post,/api/login,200,2149,4.15,188,37,35.7,4,46,5,9806,5,2,1.8
put,/api/search,500,4513,1.29,1138,57,36.48,4,17,1,6781,1,4,2.76
get,/api/login,403,2671,2.79,136,53,14.08,3,48,7,342,5,4,3.23
post,/api/cart,500,554,6.42,834,17,9.68,4,29,3,7448,3,2,2.44
get,/api/search,401,1228,1.97,866,51,20.86,3,25,6,3168,5,0,3.23
get,/api/products,404,4478,4.93,999,31,21.13,4,27,4,9375,6,4,4.0
delete,/api/orders,500,1603,1.64,484,27,8.32,2,45,10,4059,1,1,3.38
patch,/api/user/profile,401,492,12.49,116,127,0.68,2,44,8,5828,11,14,0.46
get,/api/user/profile,500,730,5.24,754,12,17.95,1,25,9,7556,2,3,2.03
put,/api/orders,201,4840,2.57,736,40,3.29,0,30,9,7840,6,2,2.76
get,/api/orders,200,3790,2.21,617,16,11.59,4,38,6,6863,5,1,1.63
post,/api/cart,401,931,2.38,65,14,16.64,2,41,7,3379,5,3,1.68
delete,/api/login,404,4913,16.32,568,51,0.14,11,49,5,8985,10,2,1.09
get,/api/user/profile,200,4508,2.83,203,19,32.15,0,50,4,4365,5,0,2.02
put,/api/user/profile,200,1953,0.41,866,49,29.31,1,48,7,9562,5,4,1.64
get,/api/products,404,471,3.52,328,32,7.17,5,34,6,8242,4,4,1.26
post,/api/cart,500,3594,10.5,559,221,1.21,7,35,8,6134,15,5,1.16
delete,/api/login,403,4134,1.47,194,23,8.61,1,25,10,5500,2,3,3.24
patch,/api/products,200,1014,3.55,769,45,0.01,5,46,5,3019,6,0,2.22
delete,/api/user/profile,200,4181,15.84,198,167,1.41,4,46,10,4246,5,15,1.25
put,/api/cart,429,1073,12.48,455,167,0.43,5,50,8,9757,6,12,0.89
patch,/api/user/profile,201,2640,0.7,223,44,2.11,1,19,10,278,1,0,2.62
patch,/api/login,401,3757,1.84,194,7,20.79,5,18,0,8404,2,1,2.79
put,/api/orders,429,4845,5.06,1186,7,18.24,4,28,10,7688,6,1,3.14
patch,/api/login,200,4488,1.22,329,2,20.69,2,20,0,3413,6,0,2.33
patch,/api/user/profile,200,2662,1.76,1098,10,7.78,0,40,5,3345,6,1,3.43
delete,/api/payment,429,1532,2.49,90,46,8.69,5,49,3,7719,1,3,2.91
post,/api/login,500,4228,1.84,387,3,8.61,1,37,5,7120,2,2,4.0
get,/api/user/profile,404,4168,7.16,576,276,0.67,7,47,9,9714,11,10,0.47
put,/api/search,400,2786,5.28,462,13,25.96,5,41,0,465,4,4,3.44
get,/api/login,201,3155,9.4,463,248,0.55,6,19,3,8966,8,10,0.16
post,/api/orders,500,4661,2.37,735,12,4.65,3,38,10,9717,5,0,1.8
delete,/api/login,201,3773,10.36,72,211,0.72,12,34,0,4813,11,3,0.38
put,/api/login,201,998,2.17,700,5,17.85,0,25,9,5738,5,0,1.97
post,/api/orders,500,4917,2.94,1159,11,16.09,1,49,2,8707,4,4,2.53
delete,/api/login,429,1366,1.52,766,60,4.33,3,42,8,3033,4,3,3.52
put,/api/search,500,414,3.45,1020,47,23.05,5,43,0,549,5,1,2.45
get,/api/orders,400,880,2.25,228,18,18.93,4,41,6,8453,2,2,1.4
delete,/api/products,201,4680,7.54,448,142,0.2,12,21,6,3232,12,14,0.48
post,/api/orders,500,1072,4.0,355,30,2.58,4,30,9,7356,5,1,2.53
put,/api/login,404,2307,3.17,780,11,10.76,3,50,8,9545,5,1,2.52
delete,/api/payment,404,4052,12.34,455,94,0.22,7,38,7,4545,6,15,1.16
delete,/api/user/profile,500,2846,2.72,864,53,14.89,3,46,9,4466,6,4,1.85
get,/api/login,200,3211,1.12,822,53,16.92,5,16,9,5952,5,4,1.93
delete,/api/user/profile,429,1367,2.74,817,5,13.03,3,19,6,3561,4,4,2.58
put,/api/cart,200,4082,1.07,209,25,16.26,0,45,2,5243,2,2,1.97
patch,/api/orders,201,1770,12.64,454,91,2.47,12,31,2,148,5,4,1.34
delete,/api/user/profile,429,3347,1.54,871,27,21.88,5,30,4,24,2,0,1.66
delete,/api/products,500,3763,1.66,650,27,13.87,4,44,5,4098,6,4,2.89
put,/api/products,429,4952,17.1,494,70,1.78,10,42,7,3033,5,14,1.14
patch,/api/login,404,245,1.15,599,57,23.07,0,47,10,5861,2,2,2.8
put,/api/products,200,897,5.33,1032,13,16.55,2,49,4,3554,1,1,2.43
post,/api/products,400,1478,9.94,21,185,0.25,3,28,2,4281,15,4,0.1
delete,/api/login,200,3442,1.99,688,47,11.6,1,37,8,9067,4,4,2.99
patch,/api/search,201,4255,2.66,1082,60,5.44,3,47,0,4888,4,1,1.79
get,/api/products,500,1570,0.1,364,31,22.04,3,22,1,8988,2,3,2.37
put,/api/payment,400,1013,3.63,966,37,40.12,1,47,1,3501,6,2,1.96
get,/api/orders,200,406,2.99,1027,32,26.55,1,41,1,9831,2,1,2.21
get,/api/search,200,3951,1.99,217,2,19.24,2,48,4,4001,6,3,4.0
post,/api/user/profile,403,2887,3.45,1026,17,8.26,4,21,7,4735,6,1,2.07
patch,/api/search,401,2359,1.77,840,15,0.44,0,38,0,329,3,0,2.4
put,/api/user/profile,200,2055,2.51,219,50,15.37,5,19,3,459,3,3,1.63
get,/api/user/profile,429,1951,3.02,1072,8,7.13,4,37,3,6243,6,0,2.36
get,/api/payment,429,2018,1.39,300,14,24.24,1,50,9,3371,1,2,2.09
delete,/api/search,403,3793,4.52,515,33,16.09,1,21,10,7727,6,4,2.75
delete,/api/search,500,323,2.62,726,48,8.18,2,20,5,1054,3,2,2.74
patch,/api/payment,201,3184,10.28,591,48,2.69,6,36,9,4781,8,14,0.84
get,/api/login,201,1245,8.51,202,84,1.39,9,21,2,5940,5,3,1.18
get,/api/user/profile,400,2758,14.64,290,158,3.0,8,36,7,290,13,7,0.64
get,/api/products,400,2335,2.31,933,32,26.31,3,41,3,316,4,1,1.82
put,/api/products,200,3832,3.41,426,12,10.53,2,40,2,5548,2,3,3.57
put,/api/payment,429,3757,2.6,990,54,25.08,2,19,3,7156,4,0,2.04
post,/api/orders,429,2126,0.63,166,47,13.13,5,48,5,95,3,0,2.66
put,/api/login,403,779,1.73,1094,20,21.07,2,29,4,19,4,4,2.37
post,/api/search,201,4738,0.1,386,8,19.42,3,45,9,1411,5,3,1.97
delete,/api/products,201,1563,1.96,1109,30,27.43,2,30,7,8226,2,3,3.56
get,/api/payment,500,1865,1.64,765,1,19.62,4,40,5,71,6,1,2.17
put,/api/cart,200,3702,2.07,448,60,10.15,0,44,6,1931,3,1,1.47
get,/api/payment,400,2364,2.64,1167,59,17.31,5,23,9,3733,1,3,2.1
delete,/api/products,201,2132,4.13,623,13,11.51,3,22,2,8230,5,1,2.12
patch,/api/products,200,1252,3.29,956,21,2.66,2,45,9,5326,6,1,3.04
get,/api/login,404,4226,1.9,1108,28,22.91,3,37,4,3905,5,1,3.27
get,/api/user/profile,404,2487,3.46,807,38,8.5,2,36,2,2411,1,4,1.75
delete,/api/cart,200,3392,0.35,951,18,23.82,0,41,10,3252,4,4,2.42
post,/api/products,200,2283,1.6,815,20,13.94,1,37,8,6552,6,3,3.15
get,/api/orders,201,4432,3.67,1101,3,18.51,1,24,7,4401,6,2,2.88
put,/api/search,200,735,2.77,268,17,17.42,4,16,8,6723,4,1,2.63
delete,/api/cart,401,3741,2.5,859,13,21.03,0,33,7,9025,2,1,2.72
get,/api/orders,201,3184,1.18,303,52,19.23,0,47,5,7683,2,4,2.65
get,/api/search,500,4289,14.45,306,264,3.02,9,40,3,7501,7,8,1.08
delete,/api/login,200,4669,2.37,791,55,3.58,3,23,5,5922,3,1,2.39
delete,/api/user/profile,401,4798,1.08,635,35,11.29,3,32,3,5623,1,3,2.55
get,/api/login,201,3214,15.96,283,205,1.2,12,20,7,5344,5,3,0.81
delete,/api/products,201,2056,3.73,789,32,11.15,1,18,8,644,2,3,3.05
patch,/api/login,429,3788,3.84,738,31,25.03,1,30,5,6014,5,0,2.24
get,/api/payment,429,542,7.11,142,119,0.45,8,40,9,6550,7,13,0.87
patch,/api/login,403,2382,8.6,56,134,6.07,10,46,2,1454,15,6,1.47
post,/api/products,400,1946,5.79,334,13,17.76,4,16,9,6312,5,0,2.51
post,/api/orders,201,1956,1.98,846,54,21.6,0,41,1,7401,4,0,3.81
put,/api/cart,400,4300,5.18,177,39,24.1,5,49,0,2792,4,4,3.17
put,/api/login,401,1491,15.33,365,65,0.8,12,33,5,5529,13,5,0.78
post,/api/payment,403,4963,1.27,398,41,16.26,2,20,2,4097,3,4,1.41
patch,/api/products,404,3127,1.29,818,22,8.13,1,24,7,6627,4,0,3.51
